Date,Dawn,Sunrise,Noon,Sunset,Dusk
2021-01-23,07:35:13,08:04:47,13:01:36,17:59:01,18:28:36
2021-01-24,07:34:37,08:04:07,13:01:51,18:00:11,18:29:42
2021-01-25,07:33:59,08:03:25,13:02:06,18:01:21,18:30:48
2021-01-26,07:33:19,08:02:41,13:02:19,18:02:32,18:31:54
2021-01-27,07:32:38,08:01:55,13:02:32,18:03:42,18:33:01
2021-01-28,07:31:54,08:01:08,13:02:44,18:04:53,18:34:08
2021-01-29,07:31:09,08:00:19,13:02:55,18:06:05,18:35:15
2021-01-30,07:30:22,07:59:28,13:03:05,18:07:16,18:36:22
2021-01-31,07:29:34,07:58:35,13:03:14,18:08:27,18:37:29
2021-02-01,07:28:43,07:57:40,13:03:23,18:09:39,18:38:37
2021-02-02,07:27:51,07:56:44,13:03:31,18:10:50,18:39:44
2021-02-03,07:26:57,07:55:47,13:03:38,18:12:01,18:40:52
2021-02-04,07:26:02,07:54:47,13:03:44,18:13:13,18:41:59
2021-02-05,07:25:05,07:53:46,13:03:49,18:14:24,18:43:06
2021-02-06,07:24:07,07:52:44,13:03:54,18:15:35,18:44:14
2021-02-07,07:23:06,07:51:40,13:03:57,18:16:46,18:45:21
2021-02-08,07:22:05,07:50:34,13:04:00,18:17:57,18:46:28
2021-02-09,07:21:02,07:49:28,13:04:02,18:19:08,18:47:35
2021-02-10,07:19:57,07:48:19,13:04:03,18:20:18,18:48:42
2021-02-11,07:18:51,07:47:10,13:04:04,18:21:29,18:49:49
2021-02-12,07:17:43,07:45:59,13:04:04,18:22:39,18:50:56
2021-02-13,07:16:35,07:44:46,13:04:03,18:23:49,18:52:02
2021-02-14,07:15:24,07:43:33,13:04:01,18:24:58,18:53:09
2021-02-15,07:14:13,07:42:18,13:03:58,18:26:08,18:54:15
2021-02-16,07:13:00,07:41:02,13:03:55,18:27:17,18:55:21
2021-02-17,07:11:46,07:39:45,13:03:51,18:28:26,18:56:26
2021-02-18,07:10:31,07:38:27,13:03:46,18:29:34,18:57:32
2021-02-19,07:09:15,07:37:08,13:03:41,18:30:42,18:58:37
2021-02-20,07:07:57,07:35:47,13:03:35,18:31:50,18:59:43
2021-02-21,07:06:38,07:34:26,13:03:28,18:32:58,19:00:48
2021-02-22,07:05:19,07:33:04,13:03:21,18:34:05,19:01:52
2021-02-23,07:03:58,07:31:40,13:03:13,18:35:12,19:02:57
2021-02-24,07:02:36,07:30:16,13:03:04,18:36:19,19:04:01
2021-02-25,07:01:13,07:28:51,13:02:55,18:37:25,19:05:05
2021-02-26,06:59:50,07:27:25,13:02:45,18:38:31,19:06:09
2021-02-27,06:58:25,07:25:59,13:02:35,18:39:37,19:07:13
2021-02-28,06:56:59,07:24:31,13:02:24,18:40:42,19:08:17
2021-03-01,06:55:33,07:23:03,13:02:12,18:41:47,19:09:20
2021-03-02,06:54:06,07:21:34,13:02:00,18:42:52,19:10:23
2021-03-03,06:52:38,07:20:05,13:01:48,18:43:57,19:11:26
2021-03-04,06:51:09,07:18:34,13:01:35,18:45:01,19:12:29
2021-03-05,06:49:40,07:17:04,13:01:22,18:46:05,19:13:32
2021-03-06,06:48:09,07:15:32,13:01:08,18:47:09,19:14:34
2021-03-07,06:46:39,07:14:00,13:00:54,18:48:12,19:15:37
2021-03-08,06:45:07,07:12:28,13:00:39,18:49:15,19:16:39
2021-03-09,06:43:35,07:10:55,13:00:24,18:50:18,19:17:41
2021-03-10,06:42:02,07:09:22,13:00:09,18:51:21,19:18:43
2021-03-11,06:40:29,07:07:48,12:59:53,18:52:23,19:19:45
2021-03-12,06:38:56,07:06:14,12:59:37,18:53:25,19:20:47
2021-03-13,06:37:21,07:04:39,12:59:21,18:54:27,19:21:49
2021-03-14,06:35:47,07:03:05,12:59:05,18:55:29,19:22:50
2021-03-15,06:34:12,07:01:30,12:58:48,18:56:30,19:23:52
2021-03-16,06:32:36,06:59:54,12:58:31,18:57:32,19:24:53
2021-03-17,06:31:01,06:58:19,12:58:14,18:58:33,19:25:55
2021-03-18,06:29:25,06:56:43,12:57:56,18:59:34,19:26:56
2021-03-19,06:27:48,06:55:07,12:57:39,19:00:35,19:27:58
2021-03-20,06:26:12,06:53:31,12:57:21,19:01:35,19:28:59
2021-03-21,06:24:35,06:51:55,12:57:03,19:02:36,19:30:00
2021-03-22,06:22:58,06:50:19,12:56:46,19:03:36,19:31:02
2021-03-23,06:21:21,06:48:43,12:56:28,19:04:37,19:32:03
2021-03-24,06:19:43,06:47:07,12:56:09,19:05:37,19:33:05
2021-03-25,06:18:06,06:45:30,12:55:51,19:06:37,19:34:06
2021-03-26,06:16:28,06:43:54,12:55:33,19:07:37,19:35:08
2021-03-27,06:14:50,06:42:18,12:55:15,19:08:37,19:36:09
2021-03-28,06:13:13,06:40:42,12:54:57,19:09:37,19:37:11
2021-03-29,06:11:35,06:39:06,12:54:39,19:10:37,19:38:12
2021-03-30,06:09:58,06:37:31,12:54:21,19:11:36,19:39:14
2021-03-31,06:08:20,06:35:55,12:54:03,19:12:36,19:40:16
2021-04-01,06:06:43,06:34:20,12:53:45,19:13:36,19:41:18
2021-04-02,06:05:05,06:32:45,12:53:27,19:14:35,19:42:20
2021-04-03,06:03:28,06:31:11,12:53:10,19:15:35,19:43:22
2021-04-04,06:01:51,06:29:36,12:52:52,19:16:35,19:44:25
2021-04-05,06:00:15,06:28:02,12:52:35,19:17:34,19:45:27
2021-04-06,05:58:38,06:26:29,12:52:18,19:18:34,19:46:30
2021-04-07,05:57:02,06:24:55,12:52:01,19:19:34,19:47:32
2021-04-08,05:55:26,06:23:23,12:51:45,19:20:33,19:48:35
2021-04-09,05:53:51,06:21:50,12:51:28,19:21:33,19:49:38
2021-04-10,05:52:15,06:20:19,12:51:12,19:22:33,19:50:41
2021-04-11,05:50:41,06:18:47,12:50:56,19:23:32,19:51:44
2021-04-12,05:49:06,06:17:17,12:50:40,19:24:32,19:52:48
2021-04-13,05:47:33,06:15:46,12:50:25,19:25:32,19:53:51
2021-04-14,05:45:59,06:14:17,12:50:10,19:26:32,19:54:55
2021-04-15,05:44:26,06:12:48,12:49:55,19:27:31,19:55:59
2021-04-16,05:42:54,06:11:20,12:49:41,19:28:31,19:57:03
2021-04-17,05:41:23,06:09:52,12:49:27,19:29:31,19:58:07
2021-04-18,05:39:52,06:08:26,12:49:14,19:30:31,19:59:11
2021-04-19,05:38:21,06:07:00,12:49:00,19:31:31,20:00:15
2021-04-20,05:36:52,06:05:35,12:48:48,19:32:31,20:01:20
2021-04-21,05:35:23,06:04:10,12:48:35,19:33:31,20:02:24
2021-04-22,05:33:55,06:02:47,12:48:24,19:34:30,20:03:29
2021-04-23,05:32:27,06:01:24,12:48:12,19:35:30,20:04:34
2021-04-24,05:31:01,06:00:03,12:48:01,19:36:30,20:05:38
2021-04-25,05:29:35,05:58:42,12:47:51,19:37:30,20:06:43
2021-04-26,05:28:10,05:57:22,12:47:41,19:38:30,20:07:48
2021-04-27,05:26:47,05:56:04,12:47:31,19:39:30,20:08:53
2021-04-28,05:25:24,05:54:46,12:47:22,19:40:29,20:09:58
2021-04-29,05:24:02,05:53:29,12:47:13,19:41:29,20:11:03
2021-04-30,05:22:41,05:52:14,12:47:05,19:42:29,20:12:08
2021-05-01,05:21:22,05:51:00,12:46:58,19:43:28,20:13:13
2021-05-02,05:20:03,05:49:47,12:46:51,19:44:28,20:14:18
2021-05-03,05:18:46,05:48:35,12:46:45,19:45:27,20:15:22
2021-05-04,05:17:29,05:47:24,12:46:39,19:46:26,20:16:27
2021-05-05,05:16:14,05:46:15,12:46:33,19:47:25,20:17:32
2021-05-06,05:15:01,05:45:07,12:46:29,19:48:24,20:18:36
2021-05-07,05:13:48,05:44:00,12:46:24,19:49:22,20:19:40
2021-05-08,05:12:37,05:42:54,12:46:21,19:50:20,20:20:44
2021-05-09,05:11:27,05:41:50,12:46:18,19:51:18,20:21:48
2021-05-10,05:10:19,05:40:48,12:46:15,19:52:16,20:22:51
2021-05-11,05:09:12,05:39:46,12:46:13,19:53:13,20:23:54
2021-05-12,05:08:07,05:38:47,12:46:12,19:54:10,20:24:57
2021-05-13,05:07:03,05:37:49,12:46:11,19:55:07,20:26:00
2021-05-14,05:06:00,05:36:52,12:46:11,19:56:03,20:27:02
2021-05-15,05:04:59,05:35:57,12:46:11,19:56:59,20:28:03
2021-05-16,05:04:00,05:35:03,12:46:12,19:57:54,20:29:04
2021-05-17,05:03:02,05:34:11,12:46:14,19:58:49,20:30:04
2021-05-18,05:02:06,05:33:21,12:46:16,19:59:44,20:31:04
2021-05-19,05:01:12,05:32:32,12:46:19,20:00:37,20:32:04
2021-05-20,05:00:19,05:31:45,12:46:22,20:01:30,20:33:02
2021-05-21,04:59:29,05:31:00,12:46:25,20:02:23,20:34:00
2021-05-22,04:58:40,05:30:16,12:46:30,20:03:15,20:34:57
2021-05-23,04:57:52,05:29:35,12:46:34,20:04:06,20:35:53
2021-05-24,04:57:07,05:28:54,12:46:40,20:04:56,20:36:49
2021-05-25,04:56:24,05:28:16,12:46:45,20:05:45,20:37:43
2021-05-26,04:55:42,05:27:40,12:46:52,20:06:34,20:38:37
2021-05-27,04:55:02,05:27:05,12:46:58,20:07:22,20:39:30
2021-05-28,04:54:25,05:26:32,12:47:06,20:08:09,20:40:21
2021-05-29,04:53:49,05:26:01,12:47:13,20:08:54,20:41:12
2021-05-30,04:53:15,05:25:32,12:47:21,20:09:39,20:42:01
2021-05-31,04:52:44,05:25:05,12:47:30,20:10:23,20:42:49
2021-06-01,04:52:14,05:24:39,12:47:39,20:11:06,20:43:36
2021-06-02,04:51:46,05:24:16,12:47:48,20:11:47,20:44:21
2021-06-03,04:51:21,05:23:54,12:47:58,20:12:28,20:45:06
2021-06-04,04:50:57,05:23:35,12:48:08,20:13:07,20:45:48
2021-06-05,04:50:36,05:23:17,12:48:18,20:13:45,20:46:30
2021-06-06,04:50:16,05:23:01,12:48:29,20:14:21,20:47:10
2021-06-07,04:49:59,05:22:47,12:48:40,20:14:57,20:47:48
2021-06-08,04:49:44,05:22:35,12:48:51,20:15:31,20:48:25
2021-06-09,04:49:31,05:22:25,12:49:03,20:16:03,20:49:00
2021-06-10,04:49:20,05:22:17,12:49:15,20:16:34,20:49:34
2021-06-11,04:49:11,05:22:11,12:49:27,20:17:04,20:50:05
2021-06-12,04:49:04,05:22:06,12:49:39,20:17:32,20:50:36
2021-06-13,04:49:00,05:22:04,12:49:52,20:17:58,20:51:04
2021-06-14,04:48:57,05:22:03,12:50:04,20:18:23,20:51:30
2021-06-15,04:48:57,05:22:04,12:50:17,20:18:46,20:51:55
2021-06-16,04:48:59,05:22:07,12:50:30,20:19:08,20:52:18
2021-06-17,04:49:03,05:22:12,12:50:43,20:19:28,20:52:38
2021-06-18,04:49:08,05:22:19,12:50:56,20:19:46,20:52:57
2021-06-19,04:49:16,05:22:28,12:51:09,20:20:03,20:53:14
2021-06-20,04:49:26,05:22:38,12:51:22,20:20:17,20:53:29
2021-06-21,04:49:38,05:22:50,12:51:35,20:20:30,20:53:42
2021-06-22,04:49:52,05:23:04,12:51:48,20:20:41,20:53:53
2021-06-23,04:50:08,05:23:19,12:52:01,20:20:51,20:54:01
2021-06-24,04:50:26,05:23:37,12:52:14,20:20:58,20:54:08
2021-06-25,04:50:45,05:23:55,12:52:27,20:21:04,20:54:13
2021-06-26,04:51:07,05:24:16,12:52:39,20:21:07,20:54:15
2021-06-27,04:51:30,05:24:38,12:52:52,20:21:09,20:54:15
2021-06-28,04:51:55,05:25:02,12:53:04,20:21:09,20:54:13
2021-06-29,04:52:22,05:25:27,12:53:16,20:21:07,20:54:09
2021-06-30,04:52:51,05:25:54,12:53:28,20:21:03,20:54:03
2021-07-01,04:53:21,05:26:22,12:53:40,20:20:57,20:53:55
2021-07-02,04:53:53,05:26:52,12:53:52,20:20:49,20:53:44
2021-07-03,04:54:27,05:27:23,12:54:03,20:20:39,20:53:32
2021-07-04,04:55:02,05:27:55,12:54:14,20:20:27,20:53:17
2021-07-05,04:55:39,05:28:29,12:54:24,20:20:13,20:53:00
2021-07-06,04:56:17,05:29:04,12:54:34,20:19:58,20:52:41
2021-07-07,04:56:57,05:29:40,12:54:44,20:19:40,20:52:19
2021-07-08,04:57:37,05:30:17,12:54:54,20:19:20,20:51:56
2021-07-09,04:58:20,05:30:56,12:55:03,20:18:59,20:51:31
2021-07-10,04:59:03,05:31:35,12:55:12,20:18:35,20:51:03
2021-07-11,04:59:48,05:32:16,12:55:20,20:18:10,20:50:33
2021-07-12,05:00:34,05:32:58,12:55:28,20:17:42,20:50:01
2021-07-13,05:01:21,05:33:41,12:55:35,20:17:13,20:49:28
2021-07-14,05:02:09,05:34:24,12:55:42,20:16:42,20:48:52
2021-07-15,05:02:59,05:35:09,12:55:48,20:16:09,20:48:14
2021-07-16,05:03:49,05:35:55,12:55:54,20:15:34,20:47:34
2021-07-17,05:04:40,05:36:41,12:56:00,20:14:57,20:46:52
2021-07-18,05:05:32,05:37:28,12:56:04,20:14:18,20:46:09
2021-07-19,05:06:25,05:38:16,12:56:09,20:13:38,20:45:23
2021-07-20,05:07:19,05:39:04,12:56:12,20:12:56,20:44:36
2021-07-21,05:08:13,05:39:54,12:56:16,20:12:12,20:43:46
2021-07-22,05:09:09,05:40:44,12:56:18,20:11:26,20:42:55
2021-07-23,05:10:04,05:41:34,12:56:20,20:10:39,20:42:02
2021-07-24,05:11:01,05:42:25,12:56:22,20:09:49,20:41:07
2021-07-25,05:11:58,05:43:17,12:56:23,20:08:59,20:40:11
2021-07-26,05:12:56,05:44:09,12:56:23,20:08:06,20:39:13
2021-07-27,05:13:54,05:45:01,12:56:23,20:07:12,20:38:13
2021-07-28,05:14:52,05:45:54,12:56:22,20:06:16,20:37:12
2021-07-29,05:15:51,05:46:47,12:56:20,20:05:19,20:36:09
2021-07-30,05:16:50,05:47:41,12:56:18,20:04:20,20:35:04
2021-07-31,05:17:50,05:48:35,12:56:15,20:03:19,20:33:58
2021-08-01,05:18:50,05:49:29,12:56:12,20:02:17,20:32:50
2021-08-02,05:19:50,05:50:24,12:56:08,20:01:14,20:31:41
2021-08-03,05:20:51,05:51:19,12:56:04,20:00:09,20:30:31
2021-08-04,05:21:52,05:52:14,12:55:58,19:59:03,20:29:19
2021-08-05,05:22:52,05:53:09,12:55:53,19:57:55,20:28:05
2021-08-06,05:23:53,05:54:04,12:55:46,19:56:46,20:26:51
2021-08-07,05:24:55,05:55:00,12:55:39,19:55:36,20:25:35
2021-08-08,05:25:56,05:55:56,12:55:32,19:54:25,20:24:18
2021-08-09,05:26:57,05:56:51,12:55:24,19:53:12,20:22:59
2021-08-10,05:27:58,05:57:47,12:55:15,19:51:58,20:21:40
2021-08-11,05:29:00,05:58:43,12:55:06,19:50:42,20:20:19
2021-08-12,05:30:01,05:59:39,12:54:56,19:49:26,20:18:58
2021-08-13,05:31:02,06:00:35,12:54:45,19:48:08,20:17:35
2021-08-14,05:32:04,06:01:31,12:54:34,19:46:50,20:16:11
2021-08-15,05:33:05,06:02:28,12:54:23,19:45:30,20:14:46
2021-08-16,05:34:06,06:03:24,12:54:11,19:44:09,20:13:20
2021-08-17,05:35:07,06:04:20,12:53:58,19:42:47,20:11:53
2021-08-18,05:36:08,06:05:16,12:53:45,19:41:25,20:10:26
2021-08-19,05:37:09,06:06:12,12:53:32,19:40:01,20:08:57
2021-08-20,05:38:10,06:07:08,12:53:18,19:38:36,20:07:28
2021-08-21,05:39:11,06:08:04,12:53:03,19:37:11,20:05:58
2021-08-22,05:40:11,06:09:00,12:52:48,19:35:44,20:04:27
2021-08-23,05:41:12,06:09:56,12:52:33,19:34:17,20:02:55
2021-08-24,05:42:12,06:10:52,12:52:17,19:32:49,20:01:23
2021-08-25,05:43:12,06:11:48,12:52:01,19:31:20,19:59:50
2021-08-26,05:44:12,06:12:44,12:51:44,19:29:51,19:58:16
2021-08-27,05:45:12,06:13:39,12:51:27,19:28:20,19:56:42
2021-08-28,05:46:11,06:14:35,12:51:09,19:26:49,19:55:07
2021-08-29,05:47:11,06:15:31,12:50:52,19:25:18,19:53:32
2021-08-30,05:48:10,06:16:26,12:50:33,19:23:46,19:51:56
2021-08-31,05:49:09,06:17:22,12:50:15,19:22:13,19:50:20
2021-09-01,05:50:08,06:18:17,12:49:56,19:20:40,19:48:43
2021-09-02,05:51:07,06:19:13,12:49:37,19:19:06,19:47:06
2021-09-03,05:52:06,06:20:08,12:49:18,19:17:32,19:45:28
2021-09-04,05:53:04,06:21:03,12:48:58,19:15:57,19:43:50
2021-09-05,05:54:03,06:21:59,12:48:38,19:14:21,19:42:12
2021-09-06,05:55:01,06:22:54,12:48:18,19:12:46,19:40:34
2021-09-07,05:55:59,06:23:49,12:47:58,19:11:10,19:38:55
2021-09-08,05:56:57,06:24:44,12:47:37,19:09:33,19:37:16
2021-09-09,05:57:55,06:25:40,12:47:17,19:07:57,19:35:37
2021-09-10,05:58:52,06:26:35,12:46:56,19:06:20,19:33:58
2021-09-11,05:59:50,06:27:30,12:46:35,19:04:43,19:32:18
2021-09-12,06:00:47,06:28:25,12:46:14,19:03:05,19:30:39
2021-09-13,06:01:45,06:29:21,12:45:52,19:01:27,19:28:59
2021-09-14,06:02:42,06:30:16,12:45:31,18:59:49,19:27:19
2021-09-15,06:03:39,06:31:11,12:45:10,18:58:11,19:25:40
2021-09-16,06:04:36,06:32:07,12:44:48,18:56:33,19:24:00
2021-09-17,06:05:33,06:33:02,12:44:27,18:54:55,19:22:20
2021-09-18,06:06:30,06:33:58,12:44:06,18:53:17,19:20:41
2021-09-19,06:07:27,06:34:54,12:43:44,18:51:38,19:19:01
2021-09-20,06:08:24,06:35:49,12:43:23,18:50:00,19:17:22
2021-09-21,06:09:21,06:36:45,12:43:01,18:48:22,19:15:42
2021-09-22,06:10:17,06:37:41,12:42:40,18:46:44,19:14:03
2021-09-23,06:11:14,06:38:37,12:42:19,18:45:05,19:12:24
2021-09-24,06:12:11,06:39:33,12:41:58,18:43:27,19:10:46
2021-09-25,06:13:08,06:40:30,12:41:37,18:41:49,19:09:08
2021-09-26,06:14:05,06:41:26,12:41:16,18:40:12,19:07:30
2021-09-27,06:15:02,06:42:23,12:40:56,18:38:34,19:05:52
2021-09-28,06:15:59,06:43:20,12:40:35,18:36:57,19:04:14
2021-09-29,06:16:56,06:44:17,12:40:15,18:35:20,19:02:38
2021-09-30,06:17:53,06:45:14,12:39:55,18:33:43,19:01:01
2021-10-01,06:18:50,06:46:12,12:39:36,18:32:07,18:59:25
2021-10-02,06:19:48,06:47:10,12:39:16,18:30:30,18:57:49
2021-10-03,06:20:45,06:48:08,12:38:57,18:28:55,18:56:14
2021-10-04,06:21:43,06:49:06,12:38:39,18:27:19,18:54:40
2021-10-05,06:22:40,06:50:04,12:38:20,18:25:45,18:53:06
2021-10-06,06:23:38,06:51:03,12:38:02,18:24:10,18:51:32
2021-10-07,06:24:36,06:52:02,12:37:44,18:22:36,18:50:00
2021-10-08,06:25:34,06:53:02,12:37:27,18:21:03,18:48:27
2021-10-09,06:26:33,06:54:01,12:37:10,18:19:30,18:46:56
2021-10-10,06:27:31,06:55:01,12:36:54,18:17:58,18:45:25
2021-10-11,06:28:30,06:56:01,12:36:38,18:16:27,18:43:55
2021-10-12,06:29:29,06:57:02,12:36:22,18:14:56,18:42:26
2021-10-13,06:30:28,06:58:03,12:36:07,18:13:26,18:40:58
2021-10-14,06:31:27,06:59:04,12:35:53,18:11:56,18:39:31
2021-10-15,06:32:27,07:00:05,12:35:39,18:10:28,18:38:04
2021-10-16,06:33:27,07:01:07,12:35:26,18:09:00,18:36:38
2021-10-17,06:34:26,07:02:09,12:35:13,18:07:33,18:35:14
2021-10-18,06:35:27,07:03:12,12:35:01,18:06:07,18:33:50
2021-10-19,06:36:27,07:04:15,12:34:49,18:04:42,18:32:27
2021-10-20,06:37:28,07:05:18,12:34:38,18:03:17,18:31:06
2021-10-21,06:38:29,07:06:22,12:34:28,18:01:54,18:29:45
2021-10-22,06:39:30,07:07:25,12:34:19,18:00:32,18:28:25
2021-10-23,06:40:31,07:08:30,12:34:10,17:59:11,18:27:07
2021-10-24,06:41:33,07:09:34,12:34:01,17:57:51,18:25:50
2021-10-25,06:42:35,07:10:39,12:33:54,17:56:32,18:24:34
2021-10-26,06:43:37,07:11:44,12:33:47,17:55:14,18:23:19
2021-10-27,06:44:39,07:12:50,12:33:41,17:53:57,18:22:06
2021-10-28,06:45:42,07:13:55,12:33:36,17:52:42,18:20:54
2021-10-29,06:46:44,07:15:02,12:33:31,17:51:27,18:19:43
2021-10-30,06:47:47,07:16:08,12:33:28,17:50:15,18:18:34
2021-10-31,06:48:51,07:17:15,12:33:25,17:49:03,18:17:26
2021-11-01,06:49:54,07:18:21,12:33:22,17:47:53,18:16:19
2021-11-02,06:50:57,07:19:29,12:33:21,17:46:44,18:15:14
2021-11-03,06:52:01,07:20:36,12:33:21,17:45:37,18:14:10
2021-11-04,06:53:05,07:21:44,12:33:21,17:44:31,18:13:08
2021-11-05,06:54:09,07:22:51,12:33:22,17:43:27,18:12:08
2021-11-06,06:55:13,07:23:59,12:33:24,17:42:24,18:11:09
2021-11-07,06:56:17,07:25:07,12:33:27,17:41:22,18:10:11
2021-11-08,06:57:21,07:26:15,12:33:31,17:40:23,18:09:16
2021-11-09,06:58:25,07:27:24,12:33:35,17:39:25,18:08:22
2021-11-10,06:59:30,07:28:32,12:33:41,17:38:28,18:07:29
2021-11-11,07:00:34,07:29:40,12:33:47,17:37:34,18:06:39
2021-11-12,07:01:38,07:30:48,12:33:54,17:36:41,18:05:50
2021-11-13,07:02:43,07:31:57,12:34:02,17:35:50,18:05:03
2021-11-14,07:03:47,07:33:05,12:34:11,17:35:01,18:04:18
2021-11-15,07:04:51,07:34:13,12:34:21,17:34:13,18:03:34
2021-11-16,07:05:54,07:35:21,12:34:31,17:33:27,18:02:53
2021-11-17,07:06:58,07:36:28,12:34:43,17:32:44,18:02:13
2021-11-18,07:08:02,07:37:36,12:34:55,17:32:02,18:01:36
2021-11-19,07:09:05,07:38:43,12:35:08,17:31:22,18:01:00
2021-11-20,07:10:08,07:39:50,12:35:22,17:30:44,18:00:26
2021-11-21,07:11:10,07:40:56,12:35:36,17:30:08,17:59:54
2021-11-22,07:12:12,07:42:03,12:35:52,17:29:35,17:59:24
2021-11-23,07:13:14,07:43:08,12:36:08,17:29:03,17:58:56
2021-11-24,07:14:16,07:44:13,12:36:25,17:28:33,17:58:30
2021-11-25,07:15:16,07:45:18,12:36:43,17:28:05,17:58:06
2021-11-26,07:16:17,07:46:22,12:37:02,17:27:40,17:57:44
2021-11-27,07:17:16,07:47:25,12:37:21,17:27:17,17:57:25
2021-11-28,07:18:15,07:48:28,12:37:41,17:26:55,17:57:07
2021-11-29,07:19:14,07:49:29,12:38:02,17:26:36,17:56:51
2021-11-30,07:20:11,07:50:30,12:38:24,17:26:19,17:56:38
2021-12-01,07:21:08,07:51:30,12:38:46,17:26:05,17:56:26
2021-12-02,07:22:04,07:52:30,12:39:08,17:25:52,17:56:17
2021-12-03,07:23:00,07:53:28,12:39:32,17:25:42,17:56:09
2021-12-04,07:23:54,07:54:25,12:39:56,17:25:34,17:56:04
2021-12-05,07:24:47,07:55:21,12:40:20,17:25:28,17:56:01
2021-12-06,07:25:39,07:56:16,12:40:45,17:25:24,17:56:00
2021-12-07,07:26:31,07:57:09,12:41:11,17:25:23,17:56:01
2021-12-08,07:27:21,07:58:02,12:41:37,17:25:23,17:56:04
2021-12-09,07:28:10,07:58:53,12:42:03,17:25:26,17:56:10
2021-12-10,07:28:57,07:59:43,12:42:30,17:25:32,17:56:17
2021-12-11,07:29:44,08:00:31,12:42:58,17:25:39,17:56:26
2021-12-12,07:30:29,08:01:18,12:43:25,17:25:49,17:56:38
2021-12-13,07:31:13,08:02:03,12:43:53,17:26:01,17:56:51
2021-12-14,07:31:55,08:02:47,12:44:22,17:26:15,17:57:06
2021-12-15,07:32:36,08:03:29,12:44:51,17:26:31,17:57:24
2021-12-16,07:33:15,08:04:10,12:45:19,17:26:49,17:57:43
2021-12-17,07:33:53,08:04:48,12:45:49,17:27:09,17:58:04
2021-12-18,07:34:30,08:05:25,12:46:18,17:27:32,17:58:27
2021-12-19,07:35:05,08:06:01,12:46:47,17:27:57,17:58:53
2021-12-20,07:35:38,08:06:34,12:47:17,17:28:23,17:59:20
2021-12-21,07:36:09,08:07:06,12:47:47,17:28:52,17:59:48
2021-12-22,07:36:39,08:07:35,12:48:16,17:29:22,18:00:19
2021-12-23,07:37:07,08:08:03,12:48:46,17:29:55,18:00:51
2021-12-24,07:37:33,08:08:29,12:49:16,17:30:29,18:01:25
2021-12-25,07:37:57,08:08:52,12:49:46,17:31:06,18:02:01
2021-12-26,07:38:20,08:09:14,12:50:15,17:31:44,18:02:39
2021-12-27,07:38:40,08:09:34,12:50:45,17:32:24,18:03:18
2021-12-28,07:38:59,08:09:51,12:51:14,17:33:06,18:03:58
2021-12-29,07:39:16,08:10:07,12:51:43,17:33:49,18:04:40
2021-12-30,07:39:31,08:10:20,12:52:12,17:34:34,18:05:24
2021-12-31,07:39:44,08:10:32,12:52:41,17:35:21,18:06:09
